pair_id	label	prediction	votes
R03-17-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-19-A	Y	Y	['Y', 'Y', 'U', 'Y', 'U']
R03-19-E	Y	Y	['Y', 'U', 'Y', 'Y', 'Y']
R03-19-I	N	Y	['Y', 'N', 'Y', 'Y', 'Y']
R03-19-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-19-U	N	Y	['Y', 'Y', 'N', 'Y', 'Y']
R03-20-A	N	N	['N', 'N', 'N', 'N', 'N']
R03-20-E	Y	Y	['Y', 'Y', 'N', 'Y', 'Y']
R03-20-I	Y	N	['Y', 'N', 'Y', 'N', 'N']
R03-20-O	N	N	['N', 'N', 'N', 'N', 'U']
R03-20-U	N	Y	['Y', 'Y', 'U', 'Y', 'Y']
R03-21-E	N	Y	['U', 'Y', 'U', 'Y', 'Y']
R03-21-I	Y	N	['Y', 'N', 'N', 'N', 'N']
R03-21-O	N	N	['N', 'N', 'N', 'N', 'N']
R03-21-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'U']
R03-22-A	N	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-22-E	Y	N	['N', 'N', 'U', 'Y', 'N']
R03-22-I	N	N	['Y', 'N', 'U', 'U', 'N']
R03-22-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-22-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-23-A	N	Y	['Y', 'Y', 'N', 'Y', 'Y']
R03-23-E	N	N	['N', 'Y', 'N', 'N', 'N']
R03-23-I	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-23-O	N	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-23-U	Y	Y	['Y', 'Y', 'Y', 'N', 'Y']
R03-24-A	Y	N	['N', 'N', 'N', 'N', 'Y']
R03-24-E	N	N	['N', 'N', 'U', 'N', 'N']
R03-24-I	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-24-U	N	Y	['N', 'Y', 'Y', 'Y', 'U']
R03-25-A	N	N	['U', 'N', 'U', 'N', 'N']
R03-25-E	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-25-I	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-25-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-25-U	N	Y	['Y', 'Y', 'U', 'U', 'Y']
R03-26-A	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-26-E	N	N	['N', 'N', 'N', 'N', 'N']
R03-26-I	N	N	['N', 'N', 'N', 'N', 'N']
R03-26-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-26-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'U']
R03-27-A	Y	Y	['Y', 'Y', 'U', 'Y', 'Y']
R03-27-E	N	N	['N', 'N', 'N', 'N', 'N']
R03-27-I	Y	N	['N', 'N', 'N', 'N', 'N']
R03-27-O	N	N	['N', 'N', 'N', 'N', 'N']
R03-27-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'U']
R03-28-A	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-28-E	N	N	['N', 'N', 'N', 'N', 'N']
R03-28-I	N	N	['U', 'U', 'N', 'N', 'N']
R03-28-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-28-U	N	N	['N', 'N', 'N', 'N', 'N']
R03-29-A	N	N	['N', 'Y', 'N', 'N', 'N']
R03-29-E	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R03-29-I	Y	Y	['Y', 'N', 'Y', 'N', 'Y']
R03-29-O	N	N	['N', 'N', 'N', 'N', 'N']
R03-29-U	N	N	['N', 'U', 'N', 'N', 'U']
R03-36-E	N	Y	['U', 'Y', 'U', 'Y', 'Y']
R03-36-I	N	N	['N', 'N', 'N', 'N', 'N']
R03-36-U	Y	N	['N', 'N', 'N', 'N', 'N']
R03-37-E	N	N	['N', 'N', 'Y', 'N', 'U']
R03-37-I	Y	N	['Y', 'N', 'N', 'N', 'N']
R03-37-O	N	Y	['Y', 'Y', 'Y', 'U', 'Y']
