pair_id	label	prediction	votes
R02-24-E	N	N	['N', 'N', 'N', 'N', 'N']
R02-24-O	N	N	['N', 'N', 'N', 'N', 'N']
R02-25-A	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-25-I	N	N	['N', 'N', 'N', 'N', 'N']
R02-25-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-25-E	N	N	['N', 'N', 'N', 'N', 'N']
R02-25-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-26-A	N	N	['N', 'N', 'N', 'N', 'N']
R02-26-I	N	N	['N', 'N', 'N', 'N', 'N']
R02-26-U	N	N	['N', 'N', 'N', 'N', 'N']
R02-26-O	Y	N	['N', 'N', 'N', 'N', 'N']
R02-27-A	N	N	['N', 'N', 'N', 'N', 'N']
R02-27-I	N	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-27-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-27-E	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-27-O	N	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-28-U	N	N	['N', 'N', 'N', 'N', 'N']
R02-28-O	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-29-A	Y	N	['N', 'N', 'Y', 'Y', 'N']
R02-36-A	Y	Y	['N', 'Y', 'Y', 'Y', 'Y']
R02-36-I	N	Y	['N', 'Y', 'Y', 'Y', 'N']
R02-36-U	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
R02-36-E	N	N	['N', 'N', 'N', 'N', 'N']
R02-37-A	Y	Y	['Y', 'N', 'Y', 'Y', 'Y']
R02-37-I	Y	Y	['Y', 'Y', 'Y', 'Y', 'Y']
